INV_ID,INV_DATE,SELLER_ID,BUYER_ID,SELLER_NAME,BUYER_NAME,SELLER_NON_COMPLIANCE,BUYER_NON_COMPLIANCE,BUYER_ID_TYPE,INVOICE_NET_TOTAL_AMOUNT,INVOICE_GROSS_TOTAL_AMOUNT,INVOICE_TAX_AMOUNT,NO_OF_LINES,PROBABILITY_OF_FRAUD
8894462944,24/10/2019,8100705273,251984844,"Open Networks Unlimited, Inc 10",Technical Computer Ltd 5,0,0,TIN,36037,43244.4,7207.4000000000015,8,0.6960193822807256
4758105039,06/01/2019,8100705273,9523757336,"Open Networks Unlimited, Inc 10",Advanced Byte Firm,0,0,TIN,37914,45496.799999999996,7582.799999999996,7,0.6669731737461996
3106245849,16/09/2019,8100705273,179933136,"Open Networks Unlimited, Inc 10",Administrative Trade Telecom 4,0,1,TIN,38344,46012.8,7668.800000000003,6,0.1843579350233079
4738947889,13/01/2019,8100705273,5895560762,"Open Networks Unlimited, Inc 10",Enigma Securities Group 8,0,0,TIN,28464,34156.799999999996,5692.799999999996,7,0.15488923572763563
1430563828,12/01/2019,8100705273,2981119290,"Open Networks Unlimited, Inc 10",Visual Automation 8,0,1,TIN,50479,60574.799999999996,10095.799999999996,7,0.6736641368216046
6558344078,31/05/2019,8100705273,5552838589,"Open Networks Unlimited, Inc 10",Integrity 10,0,0,TIN,50097,60116.399999999994,10019.399999999994,7,0.27598491754414406
453123459,30/12/2019,8100705273,6925187139,"Open Networks Unlimited, Inc 10",Agility PC Advertising 6,0,0,TIN,20690,24828.0,4138.0,5,0.32351274980314665
2360529687,21/03/2019,9776519040,9682987315,Graphic Outsourcing Studios 4,Silicon Opportunities LLC 3,0,0,TIN,40649,48778.799999999996,8129.799999999996,9,0.22045084392162886
3192830002,03/12/2019,9776519040,9682987315,Graphic Outsourcing Studios 4,Silicon Opportunities LLC 3,0,0,TIN,42293,50751.6,8458.599999999999,6,0.6525026245854736
4673920669,19/10/2019,9776519040,7359415072,Graphic Outsourcing Studios 4,Technical Concepts Studios 6,0,0,TIN,42739,51286.8,8547.800000000003,9,0.38635383077856394
6014307978,12/09/2019,9776519040,600445114,Graphic Outsourcing Studios 4,Proffessional Security Group,0,0,TIN,20623,24747.6,4124.5999999999985,5,0.5849862505356189
7775201210,07/09/2019,6899402643,985563113,Cyber Paradigm Design 6,Technical Concepts Studios 3,0,0,TIN,33802,40562.4,6760.4000000000015,9,0.8235482913394417
7727577175,12/06/2019,6899402643,1599963653,Cyber Paradigm Design 6,External Solutions LLC 2,0,0,TIN,29491,35389.2,5898.199999999997,6,0.20922804363683575
1822443758,24/03/2019,3875088941,1419249273,Profit Server Concierge 8,Corporate Data Advertising 10,0,0,TIN,18081,21697.199999999997,3616.199999999997,7,0.148653922854848
4315493728,21/02/2019,3875088941,1375506074,Profit Server Concierge 8,Agility Outsourcing Studios,0,0,TIN,32351,38821.2,6470.199999999997,5,0.8521368750479681
3381878990,23/12/2019,3875088941,9207292795,Profit Server Concierge 8,Internet Community Group 8,0,0,TIN,36603,43923.600000000006,7320.600000000006,9,0.4697582161794346
8583255504,13/01/2019,3875088941,1479450289,Profit Server Concierge 8,Cyber Paradigm Design,0,0,TIN,14677,17612.4,2935.4000000000015,5,0.3458068679994411
3135028657,23/09/2019,5187299081,9096874034,Global Inc,"Continential Automation Unlimited, Inc 4",0,0,TIN,23304,27964.800000000003,4660.800000000003,8,0.8656717590865062
5806803471,18/06/2019,5187299081,1530572743,Global Inc,Silicon Opportunities LLC 10,0,0,TIN,9601,11521.2,1920.2000000000007,5,0.6267836817259999
6974666435,24/06/2019,5187299081,3520209418,Global Inc,Indicative Opportunities Vision 8,0,0,TIN,48032,57638.4,9606.400000000001,8,0.21959724576974243
9397231259,10/04/2019,5187299081,9891278881,Global Inc,Internet Paradigm Concierge 6,0,0,TIN,39110,46932.0,7822.0,9,0.8638491852423762
4755720328,06/01/2019,203450264,2152399184,Visual Interworks Design,Micro Production 4,1,0,TIN,66277,79532.4,13255.399999999994,6,0.23808238777858823
1774446894,08/07/2019,203450264,3861957333,Visual Interworks Design,Technical Networks Technologies 2,1,0,TIN,19293,23151.600000000002,3858.600000000002,5,0.1766642100935958
7121122823,30/03/2019,203450264,257435657,Visual Interworks Design,Key Software 3,1,0,TIN,68075,81690.0,13615.0,9,0.4132343857203669
7217763674,22/10/2019,9847119581,5511422359,Key Wireless Corp 3,Technical Networks Technologies 3,0,0,TIN,13615,16338.0,2723.0,6,0.7766485165133524
5899011954,16/06/2019,9847119581,9114132821,Key Wireless Corp 3,Red Hat Computer Resources 5,0,0,TIN,17010,20412.0,3402.0,5,0.1882798713885055
3363615837,16/08/2019,7422224636,7905520242,Red Hat Computer Resources 7,Indicative Community Resources 6,1,0,TIN,28043,33651.6,5608.5999999999985,9,0.3844147368128031
7572363413,20/05/2019,7422224636,7905520242,Red Hat Computer Resources 7,Indicative Community Resources 6,1,0,TIN,40570,48683.99999999999,8113.999999999993,8,0.5536634653732326
6267896334,13/04/2019,7422224636,2539767288,Red Hat Computer Resources 7,Silicon Corp 7,1,0,TIN,42208,50649.6,8441.599999999999,9,0.7263255700395816
7409493046,13/02/2019,7422224636,7385308347,Red Hat Computer Resources 7,Executive Unified Technologies 10,1,1,TIN,30618,36741.6,6123.5999999999985,6,0.39087770385664244
6723206217,22/09/2019,97488889,793784204,Quantum Interworks Advertising 6,Network Cluster 7,0,0,TIN,33901,40681.2,6780.199999999997,8,0.07407498411939593
691655622,06/08/2019,97488889,8687709269,Quantum Interworks Advertising 6,demouser2,0,0,TIN,42631,51157.2,8526.199999999997,9,0.5486212539374573
6038421366,02/07/2019,97488889,6779571159,Quantum Interworks Advertising 6,Silicon Experts Technologies,0,0,TIN,22857,27428.399999999998,4571.399999999998,7,0.6029936975471157
2255196657,24/02/2019,9243408027,4340947689,Expert Telecom 5,Administrative Concierge 2,0,0,TIN,25148,30177.600000000002,5029.600000000002,6,0.7246362574596883
6885555474,01/11/2019,9243408027,7673024596,Expert Telecom 5,Visual Automation 4,0,0,TIN,24526,29431.2,4905.200000000001,7,0.13259200314827277
3385332930,21/01/2019,3756876779,3823541313,Graphic Server Universal,Key Wireless Corp 8,0,0,TIN,21214,25456.8,4242.799999999999,6,0.8510827776622166
2631067146,05/11/2019,3756876779,3823541313,Graphic Server Universal,Key Wireless Corp 8,0,0,TIN,21433,25719.600000000002,4286.600000000002,6,0.23467504426860772
9744189465,08/10/2019,3756876779,3207925232,Graphic Server Universal,Internet Community Group 3,0,0,TIN,19141,22969.199999999997,3828.199999999997,8,0.28869774629951894
1589742205,11/12/2019,3756876779,7164308727,Graphic Server Universal,Administrative Trade Telecom,0,1,TIN,53008,63609.600000000006,10601.600000000006,8,0.10842962197812621
8792020346,02/12/2019,5636439168,5148374672,Proffessional Security Group 8,Canadian Community Group 8,0,0,TIN,53310,63972.0,10662.0,9,0.494170111940994
9617319757,29/03/2019,5636439168,4009785045,Proffessional Security Group 8,Silicon Innovation LLC 3,0,0,TIN,47017,56420.399999999994,9403.399999999994,9,0.49336158209845205
8188102452,22/02/2019,5853700076,4821739020,North American Trade Group 8,Internet Community Group 10,0,0,TIN,31925,38310.0,6385.0,7,0.3891134240909343
9837814167,12/07/2019,5853700076,8856430261,North American Trade Group 8,Key Wireless Corp 6,0,0,TIN,33326,39991.2,6665.199999999997,9,0.34184977762920676
4604696049,07/08/2019,2085947606,3193598705,Internet Computer Vision 5,Graphic Client Concierge,0,0,TIN,18956,22747.2,3791.2000000000007,7,0.8344534732903407
7415590634,12/03/2019,2085947606,3100378290,Internet Computer Vision 5,Ironclad Client Group 7,0,1,TIN,40428,48513.600000000006,8085.600000000006,8,0.7281283676719029
1058573508,03/03/2019,2085947606,3100378290,Internet Computer Vision 5,Ironclad Client Group 7,0,1,TIN,39543,47451.6,7908.5999999999985,8,0.7048647829474828
5081034644,12/07/2019,2085947606,3377987326,Internet Computer Vision 5,Internal Computer Telecom,0,0,TIN,32431,38917.200000000004,6486.200000000004,9,0.053729445126755225
9884742964,06/10/2019,2085947606,4922963672,Internet Computer Vision 5,Proffessional Wireless Advertising 9,0,0,TIN,65034,78040.8,13006.800000000003,8,0.28280707484866147
7472519273,09/01/2019,9096874034,7710860071,"Continential Automation Unlimited, Inc 4",Automation Design 2,0,0,TIN,66611,79933.20000000001,13322.200000000012,8,0.5841027581278492
4094357142,24/02/2019,9096874034,7710860071,"Continential Automation Unlimited, Inc 4",Automation Design 2,0,0,TIN,24353,29223.600000000002,4870.600000000002,5,0.8232010100647126
1779110087,25/09/2019,9096874034,8706984517,"Continential Automation Unlimited, Inc 4",Internet Computer Vision,0,0,TIN,45491,54589.200000000004,9098.200000000004,8,0.5212122189285879
5946317381,27/05/2019,9096874034,6172484718,"Continential Automation Unlimited, Inc 4",Quantum Integrity LLC 9,0,0,TIN,22755,27306.0,4551.0,5,0.4632763341853515
3630578131,16/06/2019,7324289674,4076218475,Internet Computer Vision 8,Continential Data Corporation,0,0,TIN,45273,54327.6,9054.599999999999,8,0.6071828853972256
24140887,11/02/2019,7324289674,9408039529,Internet Computer Vision 8,Network Server Studios 8,0,0,TIN,49118,58941.6,9823.599999999999,7,0.36923689772799073
4152762327,20/10/2019,7324289674,6384242396,Internet Computer Vision 8,"External Client Unlimited, Inc 5",0,0,TIN,19387,23264.4,3877.4000000000015,5,0.622304441812034
8862789839,12/01/2019,7324289674,8441116651,Internet Computer Vision 8,Cyber Security 8,0,0,TIN,16376,19651.2,3275.2000000000007,6,0.872953238897316
6958365754,20/05/2019,5952044411,4139898478,Network Server Studios 7,Certified Integrity Technologies 9,1,0,TIN,47146,56575.200000000004,9429.200000000004,6,0.13581276613395102
7699543158,01/03/2019,5952044411,4018687377,Network Server Studios 7,Enigma Wireless Design 9,1,0,TIN,18371,22045.2,3674.2000000000007,5,0.8486499642566434
6718001936,27/02/2019,5952044411,1573439040,Network Server Studios 7,American Software 10,1,0,TIN,21443,25731.600000000002,4288.600000000002,5,0.4679696121172606
591725794,28/05/2019,5952044411,9318496532,Network Server Studios 7,Continential Wireless Worldwide 3,1,1,TIN,35565,42678.0,7113.0,9,0.6978846132157608
7683325150,05/07/2019,5952044411,7923239923,Network Server Studios 7,Micro Production 5,1,0,TIN,44890,53867.99999999999,8977.999999999993,7,0.1396498578766953
8029066417,07/06/2019,5952044411,7419964465,Network Server Studios 7,"Open Networks Unlimited, Inc 8",1,0,TIN,33375,40050.0,6675.0,8,0.5387268296922939
2965630402,13/06/2019,2763475763,1608619700,Administrative Paradigm Universal 9,Corporate Opportunities Ltd,0,0,TIN,15647,18776.399999999998,3129.399999999998,8,0.7814538566756359
5822457903,30/07/2019,2763475763,8196721591,Administrative Paradigm Universal 9,Expert Trade Design 9,0,0,TIN,34491,41389.2,6898.199999999997,7,0.7811237062912337
4400592099,27/01/2019,2763475763,5032189349,Administrative Paradigm Universal 9,Continential Wireless Worldwide 9,0,0,TIN,20042,24050.4,4008.4000000000015,6,0.39655884176097855
2729248823,14/08/2019,2763475763,9682987315,Administrative Paradigm Universal 9,Silicon Opportunities LLC 3,0,0,TIN,33294,39952.8,6658.800000000003,8,0.8621680431228618
1853655985,07/05/2019,2763475763,3181012498,Administrative Paradigm Universal 9,Canadian Consulting Design 3,0,1,TIN,20767,24920.4,4153.4000000000015,5,0.4773479377713591
2562772638,28/09/2019,2763475763,5883329561,Administrative Paradigm Universal 9,Technical PC Studios 8,0,1,TIN,21458,25749.6,4291.5999999999985,6,0.11005849366672699
3762012894,06/09/2019,7919736938,3520207111,Technical Computer Ltd 2,Administrative Paradigm Universal,0,0,TIN,25214,30256.800000000003,5042.800000000003,5,0.2959256410241562
6878542350,05/01/2019,7919736938,2174249386,Technical Computer Ltd 2,Canadian Community Group 2,0,0,TIN,50143,60171.6,10028.599999999999,7,0.5302652617640347
181475659,25/04/2019,7919736938,3648613040,Technical Computer Ltd 2,Expert Integrity Technologies 5,0,0,TIN,25771,30925.199999999997,5154.199999999997,9,0.6490123132290961
1674673460,15/09/2019,447429872,6844082188,External Media Corp 7,Enigma Wireless Design 8,0,0,TIN,52670,63204.0,10534.0,5,0.24267000154581664
2693439313,14/01/2019,447429872,6844082188,External Media Corp 7,Enigma Wireless Design 8,0,0,TIN,47602,57122.4,9520.400000000001,6,0.15970594230088042
4685147375,01/06/2019,447429872,6529753805,External Media Corp 7,Technical Networks Technologies 7,0,0,TIN,30336,36403.200000000004,6067.200000000004,8,0.13386746776897016
4080889701,08/02/2019,2573813936,199278228,Technical Computer Ltd 10,Advanced Byte Firm 5,0,0,TIN,55911,67093.20000000001,11182.200000000012,8,0.12107035431619148
1742338241,27/04/2019,2573813936,7651200479,Technical Computer Ltd 10,Graphic Client Concierge 5,0,0,TIN,25356,30427.199999999997,5071.199999999997,6,0.7681480582795803
7336265880,28/05/2019,2573813936,5106382010,Technical Computer Ltd 10,Expert Telecom 10,0,1,TIN,20416,24499.2,4083.2000000000007,6,0.5365564575282691
318493163,29/01/2019,2573813936,3181012498,Technical Computer Ltd 10,Canadian Consulting Design 3,0,1,TIN,42211,50653.2,8442.199999999997,7,0.5685053616932167
9266793156,10/12/2019,2573813936,6691081005,Technical Computer Ltd 10,Global Solutions Studios 9,0,0,TIN,52892,63470.399999999994,10578.399999999994,8,0.47758104877284013
9188504154,22/05/2019,2573813936,4692153363,Technical Computer Ltd 10,Agility PC Advertising 10,0,0,TIN,37162,44594.4,7432.4000000000015,8,0.3848167997996452
4391613242,11/03/2019,2573813936,8547290457,Technical Computer Ltd 10,Internet Computer Vision 2,0,0,TIN,27353,32823.6,5470.5999999999985,6,0.6914178364154622
346037355,22/08/2019,1421885630,360537236,Integrity 8,Global Inc 2,0,1,TIN,19913,23895.600000000002,3982.600000000002,8,0.4482466009610924
5113662718,11/10/2019,1421885630,2827528363,Integrity 8,Continential Software Technologies 9,0,0,TIN,48748,58497.6,9749.599999999999,9,0.105992546099958
354263525,07/07/2019,1421885630,2827528363,Integrity 8,Continential Software Technologies 9,0,0,TIN,47353,56823.59999999999,9470.599999999991,9,0.5396882982392214
1937326088,22/06/2019,1421885630,3870638321,Integrity 8,Administrative Automation Inc 9,0,0,TIN,34058,40869.6,6811.5999999999985,7,0.6189324609756858
9186371888,23/04/2019,302374740,118301370,Expert Interactive Resources 2,Agility PC Advertising 3,0,0,TIN,14287,17144.4,2857.4000000000015,8,0.8743374477219793
3377994813,28/09/2019,302374740,5732925709,Expert Interactive Resources 2,Cyber Integrity Universal 4,0,0,TIN,35871,43045.2,7174.199999999997,9,0.2438254168413272
28940580,18/08/2019,302374740,9702307647,Expert Interactive Resources 2,Automation Design 9,0,1,TIN,54526,65431.200000000004,10905.200000000004,9,0.8582279972606379
490822675,02/09/2019,58713591,3634428125,Internet Paradigm Concierge 3,Global Inc 8,0,0,TIN,16142,19370.399999999998,3228.399999999998,7,0.04890327608969074
9685160616,23/07/2019,58713591,3634428125,Internet Paradigm Concierge 3,Global Inc 8,0,0,TIN,23737,28484.4,4747.4000000000015,7,0.5498250391668381
5103262898,09/09/2019,58713591,6359402654,Internet Paradigm Concierge 3,Key Byte Group 3,0,0,TIN,35429,42514.799999999996,7085.799999999996,9,0.40832576102658363
5430586689,14/10/2019,4139898478,302374740,Certified Integrity Technologies 9,Expert Interactive Resources 2,0,0,TIN,27609,33130.799999999996,5521.799999999996,6,0.45023099813977097
7922702139,18/07/2019,4139898478,4442797359,Certified Integrity Technologies 9,External Solutions LLC 9,0,0,TIN,50329,60394.799999999996,10065.799999999996,9,0.42885392584574544
7344963305,21/08/2019,4139898478,1136205751,Certified Integrity Technologies 9,Continential Software Technologies 6,0,0,TIN,37950,45540.0,7590.0,5,0.3998259015882726
9459403790,05/02/2019,4139898478,8252221406,Certified Integrity Technologies 9,Certified Integrity Technologies 3,0,0,TIN,25210,30252.0,5042.0,7,0.27903696048945065
8536549454,11/03/2019,4139898478,1984050732,Certified Integrity Technologies 9,"Open Networks Unlimited, Inc",0,0,TIN,30067,36080.4,6013.4000000000015,5,0.03659280503766145
7450098199,15/01/2019,9294563470,3811413399,Global Solutions Studios,Key Digital Concierge 9,0,0,TIN,13201,15841.2,2640.2000000000007,6,0.16691708641323055
2977178339,29/03/2019,9294563470,5687768916,Global Solutions Studios,Silicon Opportunities LLC 9,0,0,TIN,7080,8496.0,1416.0,6,0.0007710812727878547
5443720015,06/12/2019,9294563470,5934006968,Global Solutions Studios,External Solutions LLC 7,0,0,TIN,42675,51210.00000000001,8535.000000000007,9,0.018769173474634016
9378705552,30/11/2019,9294563470,8579899192,Global Solutions Studios,Administrative Concierge 4,0,0,TIN,27433,32919.6,5486.5999999999985,8,0.7634511987693111
3350413665,30/03/2019,6885982819,2871977711,Expert Security Telecom 7,American Software 4,0,0,TIN,15453,18543.6,3090.5999999999985,5,0.4908024329437455
1794365074,18/07/2019,6885982819,2871977711,Expert Security Telecom 7,American Software 4,0,0,TIN,26499,31798.8,5299.799999999999,6,0.24391733300686383
9237196628,18/03/2019,6885982819,4546393091,Expert Security Telecom 7,Reliable Services Advertising 6,0,0,TIN,24431,29317.199999999997,4886.199999999997,7,0.3338116353913498
1724752834,08/04/2019,6885982819,4821739020,Expert Security Telecom 7,Internet Community Group 10,0,0,TIN,34422,41306.399999999994,6884.399999999994,8,0.2679833225874395
65112272,11/08/2019,2088653079,5883329561,Indicative Community Technologies 8,Technical PC Studios 8,0,1,TIN,20704,24844.800000000003,4140.800000000003,5,0.3771595596080653
503975793,28/04/2019,2088653079,5883329561,Indicative Community Technologies 8,Technical PC Studios 8,0,1,TIN,40675,48810.0,8135.0,9,0.44541293697629697
5122053567,02/09/2019,2088653079,4132962296,Indicative Community Technologies 8,Automation Design 6,0,0,TIN,30941,37129.2,6188.199999999997,7,0.8346764521572663
165885779,22/10/2019,2088653079,1437250343,Indicative Community Technologies 8,Proffessional Security Group 5,0,0,TIN,18799,22558.8,3759.7999999999993,9,0.7252689665293763
4024659294,04/12/2019,3122199309,7906552567,Executive Unified Technologies 2,Expert Security Telecom,0,0,TIN,43898,52677.600000000006,8779.600000000006,7,0.859748021745852
8965026844,28/03/2019,3122199309,3973520940,Executive Unified Technologies 2,Certified Security 2,0,0,TIN,21171,25405.2,4234.200000000001,6,0.13904840608482644
6841600492,20/09/2019,9249940245,2178032975,Graphic Server Universal 4,Canadian Consulting Design 7,0,0,TIN,34515,41418.0,6903.0,6,0.4888343732682836
6426213339,15/12/2019,9249940245,4814398388,Graphic Server Universal 4,Graphic Server Universal 5,0,0,TIN,17958,21549.6,3591.5999999999985,5,0.7186330187731728
22145936,07/09/2019,9249940245,9993104119,Graphic Server Universal 4,Graphic Client Concierge 10,0,0,TIN,35037,42044.399999999994,7007.399999999994,5,0.7660541374081159
8435157432,04/06/2019,9249940245,3687056317,Graphic Server Universal 4,Canadian Community Group 10,0,0,TIN,43931,52717.2,8786.199999999997,9,0.4803843784717676
3702274496,28/11/2019,9683332399,1352300703,Cyber Paradigm Design 4,Expert Interactive Resources 8,0,0,TIN,44124,52948.799999999996,8824.799999999996,6,0.22632299647594242
8477239715,28/02/2019,9683332399,4652588990,Cyber Paradigm Design 4,JKS OILCO,0,0,TIN,16600,19920.0,3320.0,5,0.5340472666684977
2313422262,19/11/2019,9683332399,7892388845,Cyber Paradigm Design 4,Corporate Opportunities Ltd 7,0,0,TIN,36185,43422.00000000001,7237.000000000007,8,0.846342348456306
8711334082,09/05/2019,9683332399,2461227472,Cyber Paradigm Design 4,Administrative Paradigm Universal 4,0,0,TIN,45965,55158.0,9193.0,9,0.17505700902443116
4964253706,24/07/2019,9683332399,9221661350,Cyber Paradigm Design 4,Graphic Outsourcing Studios 3,0,1,TIN,22534,27040.800000000003,4506.800000000003,7,0.41258723280918125
7613309598,30/03/2019,1173583648,738559750,North American Interworks Studios 3,Administrative Paradigm Universal 10,0,0,TIN,8381,10057.2,1676.2000000000007,6,0.21758696472559472
9835622683,19/01/2019,1173583648,1396368692,North American Interworks Studios 3,Canadian Outsourcing 4,0,0,TIN,21497,25796.399999999998,4299.399999999998,6,0.08909837221230195
4514238683,29/10/2019,1173583648,9477371228,North American Interworks Studios 3,Key Digital Concierge 7,0,0,TIN,12952,15542.4,2590.3999999999996,5,0.38137639710438925
2112508395,03/10/2019,1173583648,1298378264,North American Interworks Studios 3,Key Byte Group 6,0,0,TIN,43525,52230.0,8705.0,8,0.1919963684315071
4452162754,23/02/2019,1173583648,2146092644,North American Interworks Studios 3,Micro Production 2,0,0,TIN,28441,34129.2,5688.199999999997,8,0.17260051422887793
4128686438,15/08/2019,808434058,5357021041,Agility Outsourcing Studios 2,Canadian Community Group,0,0,TIN,72234,86680.8,14446.800000000003,8,0.33958014999856473
7043990798,15/03/2019,808434058,5357021041,Agility Outsourcing Studios 2,Canadian Community Group,0,0,TIN,68163,81795.59999999999,13632.599999999991,9,0.08835757978459564
8945706378,17/04/2019,808434058,4923164813,Agility Outsourcing Studios 2,Micro Production 6,0,1,TIN,38955,46746.0,7791.0,7,0.7940867493852275
6757088648,01/04/2019,808434058,572830723,Agility Outsourcing Studios 2,Ironclad Client Group 2,0,0,TIN,28042,33650.399999999994,5608.399999999994,8,0.27015919829360924
1830578358,23/09/2019,500072338,5612812878,"Continential Automation Unlimited, Inc 8",North American Trade Group 2,0,0,TIN,28049,33658.799999999996,5609.799999999996,6,0.6002525795063527
6977646055,11/04/2019,500072338,5828496653,"Continential Automation Unlimited, Inc 8",Canadian Outsourcing 6,0,0,TIN,23548,28257.6,4709.5999999999985,6,0.2389820518407323
9272682077,07/09/2019,5511422359,1136205751,Technical Networks Technologies 3,Continential Software Technologies 6,0,0,TIN,35429,42514.799999999996,7085.799999999996,9,0.4570949966290369
5422330959,18/02/2019,5511422359,179933136,Technical Networks Technologies 3,Administrative Trade Telecom 4,0,1,TIN,30030,36036.0,6006.0,7,0.7168113858597993
2726727537,26/05/2019,5511422359,3238974983,Technical Networks Technologies 3,"Micro Client Unlimited, Inc 4",0,0,TIN,25341,30409.2,5068.200000000001,8,0.38583423158443836
7050108540,02/12/2019,5511422359,738559750,Technical Networks Technologies 3,Administrative Paradigm Universal 10,0,0,TIN,21420,25704.0,4284.0,5,0.44639826112547876
5219729798,31/03/2019,6915903205,7950135400,Quantum Interworks Advertising 2,Key Software 7,0,0,TIN,36213,43455.600000000006,7242.600000000006,9,0.7217423037489487
3958162836,30/10/2019,6915903205,2024967936,Quantum Interworks Advertising 2,Automation Design 7,0,0,TIN,23491,28189.2,4698.200000000001,6,0.19237967364046923
4362667118,30/07/2019,6915903205,6652977218,Quantum Interworks Advertising 2,Silicon Innovation LLC 8,0,0,TIN,16952,20342.4,3390.4000000000015,5,0.06178879489763263
9900261915,09/06/2019,6915903205,9549524404,Quantum Interworks Advertising 2,Key Byte Group,0,0,TIN,37470,44964.0,7494.0,8,0.8171085030635603
6095569289,01/10/2019,6915903205,6880099067,Quantum Interworks Advertising 2,"American Paradigm Unlimited, Inc 9",0,0,TIN,44550,53460.00000000001,8910.000000000007,9,0.6874349798111644
9969683932,08/07/2019,7578248743,7560022458,"Continential Automation Unlimited, Inc 10",Expert Security Telecom 3,0,0,TIN,22686,27223.199999999997,4537.199999999997,6,0.1615970502841896
314852203,15/02/2019,7578248743,1567616097,"Continential Automation Unlimited, Inc 10",Internet Paradigm Concierge 2,0,0,TIN,7940,9528.0,1588.0,5,0.870580589396357
9144336128,20/11/2019,7578248743,1183264398,"Continential Automation Unlimited, Inc 10",Moving Business,0,1,TIN,38586,46303.200000000004,7717.200000000004,9,0.4046122160718508
3350101020,04/09/2019,7578248743,9024280238,"Continential Automation Unlimited, Inc 10",Profit Computer Concierge 4,0,0,TIN,48458,58149.6,9691.599999999999,8,0.31769578354550826
9502267900,22/11/2019,7782441080,4456917425,Expert Interactive Resources 7,Silicon Corp 6,0,0,TIN,27611,33133.2,5522.199999999997,6,0.442147763441832
8317068779,12/01/2019,7782441080,3973520940,Expert Interactive Resources 7,Certified Security 2,0,0,TIN,25286,30343.2,5057.200000000001,7,0.4378512589646059
9623506752,20/04/2019,7782441080,2810009619,Expert Interactive Resources 7,"American Paradigm Unlimited, Inc 10",0,0,TIN,38694,46432.8,7738.800000000003,9,0.8244839109430637
9791597265,04/05/2019,7782441080,7287771704,Expert Interactive Resources 7,Visual Interworks Design 7,0,0,TIN,24021,28825.2,4804.200000000001,8,0.2515417065271455
5997592124,25/07/2019,7782441080,547965318,Expert Interactive Resources 7,Ironclad Client Group 5,0,0,TIN,34404,41284.8,6880.800000000003,7,0.12259937662214199
1660292712,02/02/2019,6378858274,4599129597,Indicative Opportunities Vision 9,Silicon Innovation LLC 7,0,0,TIN,42715,51258.0,8543.0,8,0.36430121157073064
4743916194,07/08/2019,6378858274,8830062942,Indicative Opportunities Vision 9,Visual Interworks Design 9,0,0,TIN,28561,34273.2,5712.199999999997,8,0.6314350124002981
5376280797,19/02/2019,6378858274,6334910569,Indicative Opportunities Vision 9,Future Solutions LLC 4,0,0,TIN,43198,51837.600000000006,8639.600000000006,9,0.2567022917166503
3460517958,21/05/2019,4480413531,2642099175,Canadian Outsourcing,External Media Corp 9,1,0,TIN,40494,48592.8,8098.800000000003,8,0.5842696510545397
1526853542,28/02/2019,4480413531,5127752668,Canadian Outsourcing,Indicative Community Technologies,1,0,TIN,14409,17290.800000000003,2881.800000000003,5,0.3250383016207197
2222547802,04/04/2019,4480413531,4638545043,Canadian Outsourcing,Corporate Opportunities Ltd 9,1,0,TIN,49523,59427.6,9904.599999999999,7,0.6268558407755342
4439354075,16/10/2019,4480413531,2934223355,Canadian Outsourcing,Administrative Automation Inc 10,1,0,TIN,35878,43053.6,7175.5999999999985,8,0.5784013452300588
5551573106,24/01/2019,8720431447,2006857412,Internet Community Group 5,Cyber Paradigm Design 5,0,0,TIN,47758,57309.6,9551.599999999999,8,0.7376312040671468
4829718065,14/05/2019,8720431447,8968268655,Internet Community Group 5,Advanced Byte Inc 4,0,0,TIN,27111,32533.199999999997,5422.199999999997,6,0.07060909339594972
1718163556,24/01/2019,8720431447,9955996974,Internet Community Group 5,Proffessional Wireless Advertising 3,0,0,TIN,48508,58209.600000000006,9701.600000000006,9,0.8941459359703504
6477235963,28/05/2019,8720431447,2488703080,Internet Community Group 5,Profit Server Concierge 9,0,0,TIN,24651,29581.2,4930.200000000001,8,0.6001816768950873
3086138650,17/07/2019,8075735333,5952044411,Continential Software Technologies,Network Server Studios 7,0,1,TIN,34759,41710.8,6951.800000000003,9,0.2909445735460761
496752728,10/06/2019,8075735333,8957772298,Continential Software Technologies,Ironclad Client Group 3,0,0,TIN,27619,33142.8,5523.800000000003,5,0.31473966374961065
7975578739,17/07/2019,8075735333,7405883255,Continential Software Technologies,Hans Mann,0,0,TIN,41738,50085.6,8347.599999999999,7,0.7475893912402782
5356529629,17/12/2019,8075735333,4884471984,Continential Software Technologies,Agility PC Advertising,0,0,TIN,61730,74076.0,12346.0,8,0.47527250259123444
2173879964,02/10/2019,8075735333,360537236,Continential Software Technologies,Global Inc 2,0,1,TIN,33374,40048.8,6674.800000000003,9,0.3742664676758391
720877508,16/04/2019,8075735333,2927031778,Continential Software Technologies,JKS Research,0,0,TIN,32375,38850.0,6475.0,8,0.2347480351074134
4982490464,28/06/2019,202152621,3564477983,North American Trade Group,Graphic Client Concierge 6,0,0,TIN,24084,28900.799999999996,4816.799999999996,7,0.395102172709985
3148731705,09/04/2019,202152621,6993201483,North American Trade Group,Global Solutions Studios 2,0,0,TIN,37031,44437.200000000004,7406.200000000004,8,0.08710137363217248
1591438139,14/01/2019,202152621,3308168867,North American Trade Group,"Micro Client Unlimited, Inc 7",0,0,TIN,37812,45374.399999999994,7562.399999999994,9,0.03686186814986438
